# index, name, _pos
193,5145,"array([2.26819389, 0.2407939 ])"
194,1071,"array([2.3300489 , 0.22024507])"
195,8917,"array([2.27073096, 0.19917362])"
196,62,"array([ 2.52710292, -0.14932682])"
197,63,"array([1.96521044, 0.51988214])"
198,9531,"array([2.0366422 , 0.33194935])"
199,64,"array([2.38476448, 0.18384053])"
200,4214,"array([2.49735029, 0.20578489])"
201,65,"array([2.20443975, 0.40612531])"
202,67,"array([2.38328271, 0.32053413])"
203,174,"array([2.17842726, 0.22235635])"
204,12404,"array([2.5494405 , 0.48633344])"
205,69,"array([2.00384163, 0.36628416])"
206,12213,"array([1.94593199, 0.34490756])"
207,6943,"array([2.03353077, 0.36766026])"
208,5010,"array([1.98359302, 0.4003655 ])"
209,10199,"array([1.89440158, 0.22514031])"
210,8598,"array([2.00682001, 0.47274594])"
211,97,"array([1.9195896 , 0.49990264])"
212,11543,"array([1.96893999, 0.41992394])"
213,831,"array([2.01019238, 0.39876847])"
214,12552,"array([2.00766274, 0.35520146])"
215,12129,"array([1.91138741, 0.41531352])"
216,7309,"array([1.95639546, 0.33875653])"
217,7256,"array([2.01948791, 0.40168489])"
218,1191,"array([1.87110078, 0.37314445])"
219,7686,"array([1.87424902, 0.38227454])"
220,1663,"array([2.15435848, 0.19911685])"
221,12566,"array([2.06671622, 0.38695265])"
222,5286,"array([1.98299424, 0.27685716])"
223,10570,"array([1.91284517, 0.3164991 ])"
224,11233,"array([2.0427592 , 0.38609755])"
225,3544,"array([1.94428806, 0.32287288])"
226,1961,"array([2.03758969, 0.35852847])"
227,4217,"array([1.94406949, 0.46933521])"
228,8137,"array([2.0579007, 0.3189983])"
229,518,"array([2.12594363, 0.26669214])"
230,6044,"array([2.14168996, 0.30325254])"
231,4731,"array([1.93959475, 0.37423278])"
232,70,"array([2.12959784, 0.26118637])"
233,394,"array([2.20613378, 0.12726113])"
234,8824,"array([2.18464707, 0.35680235])"
235,3568,"array([2.14472124, 0.25761761])"
236,871,"array([2.18585566, 0.19751462])"
237,3469,"array([2.23842207, 0.14436147])"
238,2284,"array([2.03740375, 0.27390638])"
239,4525,"array([2.19372821, 0.177915  ])"
240,10782,"array([2.21950576, 0.19704605])"
241,5118,"array([2.08372889, 0.21572003])"
242,5369,"array([2.11263598, 0.18821965])"
243,4701,"array([2.19579726, 0.25610551])"
244,7165,"array([2.19929297, 0.31313389])"
245,12525,"array([2.24415309, 0.24346219])"
246,4484,"array([2.21689035, 0.2975465 ])"
247,545,"array([2.21000555, 0.20722572])"
248,6996,"array([2.08613072, 0.33384309])"
249,2637,"array([2.09283825, 0.43885082])"
250,8451,"array([2.14023781, 0.26485722])"
251,8169,"array([2.120717  , 0.33371001])"
252,12376,"array([2.20422133, 0.19887738])"
253,3388,"array([2.23017939, 0.20925375])"
254,1409,"array([2.1724179 , 0.19699689])"
255,9339,"array([2.18267022, 0.22250761])"
256,6291,"array([2.27863026, 0.24513849])"
257,4415,"array([2.21283451, 0.23915273])"
258,7683,"array([2.18169233, 0.24338502])"
259,6590,"array([2.19071842, 0.21458366])"
260,2357,"array([2.18745909, 0.14424678])"
261,8623,"array([2.17930249, 0.20774169])"
262,1468,"array([2.16830698, 0.18881085])"
263,1757,"array([2.21714786, 0.2149384 ])"
264,1857,"array([2.17107456, 0.17005934])"
265,11130,"array([2.14730701, 0.26675352])"
266,5239,"array([2.16870333, 0.14940981])"
267,8568,"array([2.15074264, 0.20670819])"
268,3395,"array([2.10613109, 0.26246255])"
269,955,"array([2.22250131, 0.21621934])"
270,905,"array([2.19330409, 0.2282288 ])"
271,4134,"array([2.20601471, 0.18449225])"
272,10850,"array([2.14518803, 0.47275651])"
273,1059,"array([2.25974553, 0.31747306])"
274,1675,"array([2.19835067, 0.170253  ])"
275,10037,"array([2.00646378, 0.18523965])"
276,5554,"array([2.1911277 , 0.22029749])"
277,191,"array([2.19077053, 0.36177012])"
278,11679,"array([2.06879822, 0.21273239])"
279,211,"array([2.20749848, 0.23080294])"
280,8574,"array([2.17952442, 0.21318397])"
281,2605,"array([2.09898111, 0.09515676])"
282,9904,"array([2.23116603, 0.15646645])"
283,10690,"array([2.18675632, 0.18650587])"
284,11043,"array([2.12241139, 0.23806953])"
285,3610,"array([2.00865784, 0.19466788])"
286,5482,"array([2.17117456, 0.19247496])"
287,10587,"array([2.1761261 , 0.30888398])"
288,8875,"array([2.13075275, 0.19246378])"
289,9410,"array([2.23505883, 0.21272828])"
290,4042,"array([2.1575641 , 0.18853327])"
291,6782,"array([2.10170275, 0.34137767])"
292,10141,"array([2.11620257, 0.19710394])"
293,5889,"array([2.06448236, 0.0638794 ])"
294,2283,"array([2.16478405, 0.24410511])"
295,71,"array([1.87364336, 0.17744749])"
296,6550,"array([1.61348374, 0.09169403])"
297,72,"array([2.508904  , 0.75928889])"
298,74,"array([1.60937485, 0.60975064])"
299,5319,"array([1.81528031, 0.43541024])"
300,77,"array([ 2.66909976, -0.44758993])"
301,12328,"array([ 2.56125564, -0.30496038])"
302,2928,"array([2.06266038, 0.29310637])"
303,3044,"array([1.87724106, 0.22780997])"
304,9605,"array([2.13001314, 0.22793404])"
305,79,"array([1.8580765 , 0.38228481])"
306,80,"array([2.4081955 , 0.33891472])"
307,870,"array([2.58195946, 0.48540128])"
308,8772,"array([2.24444027, 0.40816113])"
309,11788,"array([2.20152537, 0.2173701 ])"
310,81,"array([2.53076386, 0.02377368])"
311,83,"array([2.18023602, 0.02971261])"
312,6433,"array([ 2.10539391, -0.17510205])"
313,84,"array([2.50708933, 0.256001  ])"
314,86,"array([ 2.35164577, -0.57844678])"
315,7514,"array([ 2.33494118, -0.43686451])"
316,87,"array([ 2.25647368, -0.32234455])"
317,3766,"array([ 2.36952582, -0.24211236])"
318,88,"array([2.28548387, 0.28247535])"
319,7171,"array([2.16678846, 0.25804589])"
320,7324,"array([2.11334002, 0.25822078])"
321,89,"array([2.64597448, 0.39205393])"
322,2543,"array([2.44827949, 0.26426741])"
323,90,"array([2.22602883, 0.15593881])"
324,11151,"array([2.22873021, 0.14867454])"
325,11318,"array([2.21125551, 0.21597549])"
326,8003,"array([2.23219895, 0.19181625])"
327,3481,"array([2.20198281, 0.18968615])"
328,766,"array([2.18577839, 0.1608638 ])"
329,12576,"array([2.19044112, 0.23484012])"
330,3476,"array([2.12451166, 0.0155237 ])"
331,11921,"array([2.20184234, 0.22195785])"
332,91,"array([2.00897317, 0.33567572])"
333,1383,"array([1.96984425, 0.38760412])"
334,173,"array([1.91520353, 0.42346074])"
335,320,"array([1.97734492, 0.27349315])"
336,1030,"array([1.76276516, 0.48726299])"
337,12602,"array([2.10194771, 0.20022931])"
338,7252,"array([2.03043119, 0.32213905])"
339,4166,"array([2.04240809, 0.30541198])"
340,5071,"array([2.20553797, 0.20948122])"
341,2735,"array([1.9191815 , 0.24302778])"
342,6309,"array([1.7483617 , 0.48338994])"
343,113,"array([2.07487951, 0.28751567])"
344,7302,"array([2.02030361, 0.29513646])"
345,7576,"array([2.09619723, 0.33718399])"
346,11985,"array([1.97532146, 0.32670124])"
347,7684,"array([2.18789582, 0.39951692])"
348,3592,"array([2.02294819, 0.39656756])"
349,796,"array([2.24144512, 0.31694352])"
350,6969,"array([2.08828869, 0.27003526])"
351,1359,"array([1.82760077, 0.23960085])"
352,11899,"array([2.02910823, 0.23559615])"
353,2877,"array([1.96457362, 0.37276535])"
354,12281,"array([1.94158473, 0.33557017])"
355,6432,"array([1.93072605, 0.28430171])"
356,1567,"array([1.92037104, 0.34786208])"
357,6490,"array([1.77131322, 0.52207206])"
358,4619,"array([2.02863299, 0.31542283])"
359,8468,"array([1.93223191, 0.33007654])"
360,5728,"array([2.13841056, 0.25068099])"
361,3750,"array([2.03712983, 0.57310146])"
362,8869,"array([1.90092713, 0.52074005])"
363,7278,"array([2.01364277, 0.38217731])"
364,10689,"array([2.0808931, 0.2831675])"
365,12528,"array([1.79859626, 0.38898129])"
366,3254,"array([1.99287444, 0.38856595])"
367,10723,"array([2.0764371 , 0.31814826])"
368,857,"array([2.10877255, 0.38364159])"
369,12251,"array([1.93738347, 0.36363481])"
370,10803,"array([1.70464705, 0.38920673])"
371,2358,"array([1.807169  , 0.23101838])"
372,760,"array([1.95103654, 0.37811369])"
373,1965,"array([1.99295759, 0.39572261])"
374,10395,"array([2.12470201, 0.30067246])"
375,3824,"array([2.07993578, 0.21044784])"
376,92,"array([2.12791228, 0.15301303])"
377,4154,"array([2.14237113, 0.1632115 ])"
378,8017,"array([2.15009385, 0.15454883])"
379,4786,"array([2.12253543, 0.14181947])"
380,1387,"array([2.10183079, 0.14951355])"
381,7412,"array([2.12120209, 0.15650314])"
382,2088,"array([2.13447924, 0.12923187])"
383,3920,"array([2.09350243, 0.11061756])"
384,6414,"array([2.12942055, 0.17312987])"
385,392,"array([2.14927283, 0.10647742])"
386,1525,"array([2.17057419, 0.1249503 ])"
387,2535,"array([2.13330217, 0.17843844])"
388,9782,"array([2.15442705, 0.16624928])"
389,2408,"array([2.15708799, 0.14881632])"
390,12388,"array([2.15085756, 0.14805464])"
391,2815,"array([2.13248094, 0.14390282])"
392,7026,"array([2.085326  , 0.12788672])"
393,8661,"array([2.16616418, 0.13041809])"
394,11713,"array([2.14738911, 0.15958925])"
395,11360,"array([2.08428138, 0.11616399])"
396,11469,"array([2.15281156, 0.11953761])"
397,6990,"array([2.13367652, 0.09490624])"
398,12231,"array([2.12392769, 0.18022343])"
399,11256,"array([2.12600022, 0.16213797])"
400,93,"array([2.74650439, 0.15713318])"
401,94,"array([1.72956519, 1.00184969])"
402,11301,"array([1.79501887, 0.88877142])"
403,95,"array([ 2.69165556, -0.05430291])"
404,98,"array([ 2.43314958, -0.05745914])"
405,99,"array([1.9621762 , 0.31629813])"
406,10177,"array([2.03012453, 0.34789866])"
407,2969,"array([2.07244587, 0.34382601])"
408,8383,"array([1.86993352, 0.40650194])"
409,12575,"array([1.84815031, 0.34688363])"
410,7779,"array([2.131714  , 0.33487113])"
411,102,"array([2.1912486 , 0.37050581])"
412,7255,"array([2.34664746, 0.37114704])"
413,103,"array([2.40091471e+00, 3.36179872e-04])"
414,104,"array([2.54434685, 0.01435916])"
415,105,"array([2.74125361, 0.21367462])"
416,106,"array([2.28091086, 0.54455787])"
417,5531,"array([2.2123931 , 0.40974276])"
418,2062,"array([2.2544138 , 0.31028916])"
419,107,"array([2.16330036, 0.13412999])"
420,4589,"array([2.15992294, 0.09817254])"
421,160,"array([2.16312463, 0.1636305 ])"
422,2594,"array([2.09487875, 0.10208586])"
423,108,"array([2.06338763, 0.55869951])"
424,8483,"array([1.89060281, 0.51792657])"
425,109,"array([1.77747522, 0.73029789])"
426,110,"array([ 2.35583575, -0.07838665])"
427,111,"array([2.60375695, 0.50585681])"
428,2507,"array([2.44837109, 0.39143197])"
429,112,"array([2.5992798 , 0.22452871])"
430,11056,"array([2.53805935, 0.28835466])"
431,6998,"array([1.96516831, 0.28505215])"
432,235,"array([2.08534461, 0.47956684])"
433,1579,"array([2.01655915, 0.37265976])"
434,4615,"array([2.10785749, 0.20750239])"
435,9716,"array([2.21769598, 0.00500146])"
436,7009,"array([2.21922206, 0.14101296])"
437,7394,"array([2.05896032, 0.30452982])"
438,10495,"array([2.27606379, 0.2140771 ])"
439,8361,"array([2.16526196, 0.20662386])"
440,3268,"array([2.20782199, 0.0384555 ])"
441,8173,"array([2.14917932, 0.23425814])"
442,2813,"array([2.05974027, 0.36066119])"
443,8755,"array([2.13014656, 0.23876542])"
444,7598,"array([2.21990481, 0.2677556 ])"
445,2786,"array([1.99793594, 0.36946381])"
446,1422,"array([2.18962163, 0.17255829])"
447,4642,"array([2.17119704, 0.2295686 ])"
448,7030,"array([1.84618953, 0.49326152])"
449,10736,"array([1.95547134, 0.32792194])"
450,5805,"array([2.14342186, 0.28280637])"
451,2016,"array([2.22493451, 0.22756918])"
452,11922,"array([2.05892938, 0.34348765])"
453,7816,"array([2.13976513, 0.30794718])"
454,4066,"array([2.18272106, 0.258918  ])"
455,11540,"array([2.19767911, 0.20027049])"
456,4846,"array([2.14799564, 0.27894034])"
457,430,"array([2.16715364, 0.21176302])"
458,8473,"array([1.883025  , 0.35014717])"
459,2444,"array([2.05815357, 0.28710933])"
460,7625,"array([2.17466471, 0.23602417])"
461,8031,"array([2.14510795, 0.18787552])"
462,6673,"array([2.15588866, 0.25131491])"
463,9014,"array([1.96579913, 0.38251258])"
464,1633,"array([1.97107451, 0.3596599 ])"
465,2256,"array([2.00650945, 0.42309046])"
466,7641,"array([1.9789646 , 0.37762499])"
467,7073,"array([2.1213341 , 0.32247549])"
468,6093,"array([2.19696043, 0.21694047])"
469,1515,"array([2.00527806, 0.36011492])"
470,2070,"array([1.96113866, 0.33322837])"
471,7084,"array([1.76557084, 0.3490417 ])"
472,7284,"array([2.31620474, 0.28494446])"
473,7865,"array([2.18281622, 0.23502407])"
474,2667,"array([1.86472867, 0.27382869])"
475,12534,"array([2.25013837, 0.22037934])"
476,5487,"array([2.05573733, 0.33458564])"
477,2888,"array([2.20828834, 0.20332865])"
478,275,"array([2.18670061, 0.52454096])"
479,6709,"array([1.86510067, 0.30711679])"
480,672,"array([2.16979887, 0.21408246])"
481,4700,"array([2.2394116 , 0.23325345])"
482,7663,"array([2.19121801, 0.19041786])"
483,8445,"array([2.07009209, 0.26284541])"
484,676,"array([2.01811801, 0.27180143])"
485,4329,"array([2.01541447, 0.33344069])"
486,1296,"array([2.10157575, 0.20949465])"
487,9433,"array([2.04470184, 0.34383206])"
488,4738,"array([2.13846402, 0.27981542])"
489,7127,"array([2.06258238, 0.25686247])"
490,8088,"array([2.01813122, 0.3040692 ])"
491,5705,"array([1.98439148, 0.28329519])"
492,9843,"array([2.16303684, 0.23763348])"
493,4728,"array([2.02340637, 0.36963804])"
494,9851,"array([2.02434232, 0.36254923])"
495,3564,"array([1.76309564, 0.33576909])"
496,8672,"array([2.1910858 , 0.25215617])"
497,8319,"array([2.23787729, 0.20662495])"
498,6961,"array([2.15419344, 0.22998295])"
499,959,"array([2.03593047, 0.351941  ])"
500,9491,"array([2.17453324, 0.24197332])"
501,1563,"array([1.94783497, 0.29377184])"
502,11855,"array([1.97825216, 0.3100525 ])"
503,10860,"array([1.94899042, 0.30954549])"
504,10474,"array([2.13455872, 0.20432232])"
505,6978,"array([2.11505773, 0.22559471])"
506,11462,"array([2.1749271 , 0.16553487])"
507,1371,"array([2.13712767, 0.28992237])"
508,9084,"array([2.233873  , 0.31759349])"
509,4409,"array([2.0828898 , 0.22797698])"
510,367,"array([2.18542459, 0.24813999])"
511,574,"array([2.1606493 , 0.22802621])"
512,2172,"array([2.16608078, 0.1680451 ])"
513,11049,"array([1.87359857, 0.45337789])"
514,114,"array([ 2.17646604, -0.00958501])"
515,6937,"array([ 2.28548059, -0.17981499])"
516,3190,"array([2.08782895, 0.13586608])"
517,11649,"array([2.30643763, 0.11879491])"
518,4209,"array([2.25927468, 0.0715634 ])"
519,115,"array([ 2.66302648, -0.03939783])"
520,116,"array([2.2544647 , 0.19701957])"
521,3199,"array([2.32865468, 0.21306095])"
522,5916,"array([2.14218649, 0.18291959])"
523,7407,"array([2.19946601, 0.28419337])"
524,2592,"array([2.4066873, 0.1529838])"
525,3362,"array([2.35243894, 0.14661318])"
526,10588,"array([2.26536558, 0.2014203 ])"
527,10433,"array([2.37048438, 0.20283265])"
528,10774,"array([2.24698893, 0.14714859])"
529,2242,"array([2.24990758, 0.24623762])"
530,117,"array([1.76647892, 0.58643676])"
531,120,"array([2.37273829, 0.12976379])"
532,121,"array([2.61115435, 0.12098334])"
533,122,"array([2.18300927, 0.36918079])"
534,11636,"array([2.14535398, 0.1734094 ])"
535,123,"array([1.87612263, 0.36808323])"
536,5226,"array([1.99131401, 0.40257435])"
537,124,"array([2.11712196, 0.17606852])"
538,11838,"array([2.05376766, 0.13485931])"
539,9357,"array([2.12720294, 0.07344305])"
540,7584,"array([ 2.12461859, -0.03515657])"
541,3776,"array([2.13425253, 0.05506713])"
542,2265,"array([2.19818581, 0.1047947 ])"
543,2765,"array([2.17842127, 0.11085906])"
544,126,"array([2.47310008, 0.21228257])"
545,127,"array([1.6103261 , 0.47275815])"
546,3342,"array([1.78612452, 0.4164714 ])"
547,9632,"array([1.72556386, 0.47099046])"
548,128,"array([2.72527938, 0.21457853])"
549,129,"array([ 2.60049909, -0.20421645])"
550,133,"array([ 1.95594627, -0.01457844])"
551,134,"array([2.40821098, 0.47146686])"
552,135,"array([2.60700403, 0.08069985])"
553,137,"array([2.10059657, 0.29535874])"
554,139,"array([ 1.95491157, -0.49355599])"
555,6413,"array([ 1.88370132, -0.6762883 ])"
556,140,"array([1.73718113, 0.65171444])"
557,8358,"array([1.75783236, 0.56606674])"
558,11246,"array([1.56240909, 0.84228347])"
559,679,"array([2.00035922, 0.39407009])"
560,141,"array([1.45944245, 0.36260142])"
561,1585,"array([1.6970698, 0.3571193])"
562,143,"array([ 2.61637662, -0.06179975])"
563,144,"array([2.06933516, 0.11813339])"
564,12577,"array([2.19741772, 0.22114153])"
565,1814,"array([2.18307609, 0.20312186])"
566,145,"array([2.61606966, 0.18587464])"
567,149,"array([2.77906998, 0.15579026])"
568,11597,"array([2.94714231, 0.17389524])"
569,150,"array([ 2.55159746, -0.03126441])"
570,151,"array([2.32768537, 0.76295786])"
571,572,"array([2.24280981, 0.54339961])"
572,4092,"array([2.33610651, 0.69093499])"
573,3211,"array([2.39583127, 0.9053866 ])"
574,7773,"array([2.39876203, 0.79536144])"
575,153,"array([2.31683669, 0.04619455])"
576,9068,"array([2.23109125, 0.16235364])"
577,154,"array([2.10570724, 0.17795663])"
578,8055,"array([2.13512628, 0.28556907])"
579,3801,"array([1.95183206, 0.04237984])"
580,11091,"array([2.19302776, 0.26102456])"
581,8681,"array([2.18146129, 0.23048543])"
582,11182,"array([2.22847537, 0.18663916])"
583,3253,"array([2.23346178, 0.13099213])"
584,156,"array([2.49520868, 0.18461989])"
585,1780,"array([2.3562966 , 0.17923063])"
586,7193,"array([2.33095299, 0.19924316])"
587,157,"array([2.5312475 , 0.39305488])"
588,7249,"array([2.33812626, 0.25613141])"
589,158,"array([2.66137625, 0.12563172])"
590,159,"array([1.84750289, 0.46150407])"
591,9786,"array([2.01222549, 0.38700273])"
592,11306,"array([1.82547865, 0.50215661])"
593,2039,"array([1.98373649, 0.48774627])"
594,5779,"array([1.85553336, 0.3676775 ])"
595,12465,"array([2.06373381, 0.10121697])"
596,3080,"array([2.35982898, 0.35888402])"
597,161,"array([2.62277413, 0.12936056])"
598,162,"array([ 2.52528843, -0.18278854])"
599,163,"array([1.68383121, 0.35934403])"
600,8920,"array([1.89788843, 0.30806758])"
601,164,"array([2.5121703 , 0.42906907])"
602,11852,"array([2.42804533, 0.31930332])"
603,8046,"array([2.38036246, 0.29055296])"
