# source, target, weight, time
0,16,1,1265059841
0,6,1,1265094806
0,18,1,1265098946
0,22,1,1265101271
0,73,1,1265103871
0,2,1,1265146812
0,4,1,1265146812
0,5,1,1265146812
0,6,1,1265146812
0,1,1,1265146812
0,7,1,1265146812
0,8,1,1265146812
0,9,1,1265146812
0,10,1,1265146812
0,11,1,1265146812
0,12,1,1265146812
0,13,1,1265146812
0,14,1,1265146812
0,3,1,1265146812
0,15,1,1265146812
0,16,1,1265146812
0,5,1,1265146987
0,6,1,1265146987
0,1,1,1265146987
0,9,1,1265146987
0,10,1,1265146987
0,11,1,1265146987
0,12,1,1265146987
0,3,1,1265146987
0,15,1,1265146987
0,37,1,1265147120
0,37,1,1265179839
0,35,1,1265179839
0,36,1,1265179839
0,34,1,1265181308
0,14,1,1265186810
0,17,1,1265271325
0,37,1,1265279049
0,55,1,1265285370
0,37,1,1265286621
0,37,1,1265291486
0,14,1,1265370557
0,7,1,1265372527
0,9,1,1265373687
0,6,1,1265373687
0,9,1,1265375518
0,6,1,1265375518
0,37,1,1265378583
0,35,1,1265378583
0,34,1,1265613329
0,9,1,1265614029
0,6,1,1265614029
0,72,1,1265614869
0,8,1,1265619305
0,2,1,1265619305
0,64,1,1265619305
0,89,1,1265619305
0,68,1,1265619305
0,13,1,1265619305
0,14,1,1265619305
0,4,1,1265619305
0,16,1,1265619305
0,10,1,1265619305
0,67,1,1265619305
0,72,1,1265631873
0,37,1,1265638882
0,6,1,1265666114
0,3,1,1265666114
0,4,1,1265666114
0,5,1,1265666114
0,1,1,1265666114
0,2,1,1265666114
0,7,1,1265666114
0,8,1,1265666114
0,9,1,1265666114
0,10,1,1265666114
0,11,1,1265666114
0,12,1,1265666114
0,13,1,1265666114
0,14,1,1265666114
0,15,1,1265666114
0,16,1,1265666114
0,37,1,1265666291
0,6,1,1265705635
0,37,1,1265723532
0,37,1,1265805986
0,37,1,1265961561
0,69,1,1265961605
0,37,1,1265961630
0,69,1,1265962950
0,37,1,1265963738
0,69,1,1265965844
0,37,1,1265979969
0,37,1,1266223944
0,37,1,1266234294
0,37,1,1266241042
0,12,1,1266269559
0,4,1,1266269559
0,5,1,1266269559
0,6,1,1266269559
0,1,1,1266269559
0,2,1,1266269559
0,7,1,1266269559
0,8,1,1266269559
0,9,1,1266269559
0,10,1,1266269559
0,11,1,1266269559
0,64,1,1266269559
0,13,1,1266269559
0,14,1,1266269559
0,3,1,1266269559
0,15,1,1266269559
0,16,1,1266269559
0,37,1,1266322621
0,37,1,1266412407
0,44,1,1266417117
0,37,1,1266475744
0,44,1,1266476123
0,89,1,1266503961
0,8,1,1266503961
0,67,1,1266503961
0,68,1,1266503961
0,13,1,1266503961
0,14,1,1266503961
0,2,1,1266503961
0,4,1,1266503961
0,16,1,1266503961
0,10,1,1266503961
0,64,1,1266503961
0,37,1,1266562700
0,37,1,1266562790
0,103,1,1266563516
0,94,1,1266563516
0,6,1,1266563516
0,9,1,1266563516
0,86,1,1266563516
0,78,1,1266563516
0,111,1,1266563516
0,43,1,1266563516
0,122,1,1266563516
0,13,1,1266563635
0,8,1,1266563635
0,16,1,1266563635
0,64,1,1266563635
0,37,1,1266563874
0,35,1,1266563874
0,36,1,1266563874
0,42,1,1266578808
0,102,1,1266578808
0,83,1,1266578808
0,105,1,1266578808
0,45,1,1266578808
0,34,1,1266578808
0,106,1,1266578808
0,114,1,1266578808
0,69,1,1266578808
0,86,1,1266578808
0,26,1,1266578808
0,118,1,1266578808
0,122,1,1266578808
0,76,1,1266578808
0,46,1,1266578808
0,60,1,1266578808
0,92,1,1266578808
0,29,1,1266578808
0,24,1,1266578808
0,84,1,1266578808
0,52,1,1266578808
0,123,1,1266578808
0,21,1,1266578808
0,58,1,1266578808
0,124,1,1266578808
0,101,1,1266578808
0,51,1,1266578808
0,80,1,1266578808
0,97,1,1266578808
0,17,1,1266578808
0,55,1,1266578808
0,49,1,1266578808
0,38,1,1266578808
0,14,1,1266578808
0,25,1,1266578808
0,2,1,1266578808
0,65,1,1266578808
0,31,1,1266578808
0,57,1,1266578808
0,56,1,1266578808
0,68,1,1266578808
0,74,1,1266578808
0,125,1,1266578808
0,82,1,1266578808
0,70,1,1266578808
0,95,1,1266578808
0,71,1,1266578808
0,41,1,1266578808
0,7,1,1266578808
0,127,1,1266578808
0,107,1,1266578808
0,23,1,1266578808
0,109,1,1266578808
0,48,1,1266578808
0,40,1,1266578808
0,63,1,1266578808
0,66,1,1266578808
0,5,1,1266578808
0,20,1,1266578808
0,89,1,1266578808
0,30,1,1266578808
0,117,1,1266578808
0,128,1,1266578808
0,72,1,1266578808
0,99,1,1266578808
0,129,1,1266578808
0,108,1,1266578808
0,87,1,1266578808
0,75,1,1266578808
0,115,1,1266578808
0,12,1,1266578808
0,27,1,1266578808
0,98,1,1266578808
0,54,1,1266578808
0,11,1,1266578808
0,19,1,1266578808
0,32,1,1266578808
0,33,1,1266578808
0,81,1,1266578808
0,61,1,1266578808
0,148,1,1266578808
0,88,1,1266578808
0,4,1,1266578808
0,3,1,1266578808
0,50,1,1266578808
0,10,1,1266578808
0,150,1,1266578808
0,28,1,1266578808
0,77,1,1266578808
0,47,1,1266578808
0,132,1,1266578808
0,110,1,1266578808
0,44,1,1266578808
0,67,1,1266578808
0,15,1,1266578808
0,62,1,1266578808
0,1,1,1266578808
0,119,1,1266578808
0,53,1,1266578808
0,39,1,1266578808
0,85,1,1266578808
0,59,1,1266578808
0,120,1,1266578808
0,90,1,1266578808
0,116,1,1266578808
0,73,1,1266578808
0,79,1,1266578808
0,22,1,1266578808
0,135,1,1266578808
0,18,1,1266578808
0,112,1,1266578808
0,104,1,1266578808
0,100,1,1266578808
0,121,1,1266578808
0,93,1,1266578808
0,92,1,1266578813
0,26,1,1266578813
0,84,1,1266578813
0,100,1,1266578813
0,67,1,1266578813
0,37,1,1266584479
0,13,1,1266827551
0,4,1,1266873984
0,5,1,1266873984
0,6,1,1266873984
0,1,1,1266873984
0,2,1,1266873984
0,7,1,1266873984
0,8,1,1266873984
0,9,1,1266873984
0,10,1,1266873984
0,11,1,1266873984
0,64,1,1266873984
0,12,1,1266873984
0,13,1,1266873984
0,14,1,1266873984
0,3,1,1266873984
0,15,1,1266873984
0,16,1,1266873984
0,37,1,1266924822
0,72,1,1266927152
0,72,1,1266927414
0,12,1,1266996438
0,13,1,1267013281
0,72,1,1267013723
0,37,1,1267020220
0,37,1,1267080396
0,37,1,1267080426
0,37,1,1267080473
0,72,1,1267097988
0,37,1,1267166769
0,47,1,1267172240
0,72,1,1267183634
0,17,1,1267191124
0,74,1,1267195564
0,74,1,1267195580
0,9,1,1267426543
0,13,1,1267426543
0,12,1,1267426543
0,6,1,1267426543
0,2,1,1267426543
0,1,1,1267426543
0,8,1,1267426543
0,7,1,1267426543
0,11,1,1267426543
0,14,1,1267426543
0,4,1,1267426543
0,16,1,1267426543
0,3,1,1267426543
0,10,1,1267426543
0,15,1,1267426543
0,64,1,1267426543
0,5,1,1267426543
0,83,1,1267426954
0,11,1,1267430452
0,37,1,1267442201
0,16,1,1267445318
0,37,1,1267512350
0,72,1,1267512990
0,22,1,1267514551
0,9,1,1267517814
0,12,1,1267517814
0,14,1,1267517814
0,16,1,1267517814
0,8,1,1267517814
0,7,1,1267517814
0,13,1,1267517814
0,11,1,1267517814
0,6,1,1267517814
0,2,1,1267517814
0,4,1,1267517814
0,3,1,1267517814
0,10,1,1267517814
0,15,1,1267517814
0,1,1,1267517814
0,64,1,1267517814
0,5,1,1267517814
0,37,1,1267528962
0,18,1,1267529905
0,8,1,1267538665
0,37,1,1267538855
0,103,1,1267568467
0,4,1,1267569221
0,5,1,1267569221
0,6,1,1267569221
0,1,1,1267569221
0,2,1,1267569221
0,7,1,1267569221
0,8,1,1267569221
0,9,1,1267569221
0,10,1,1267569221
0,11,1,1267569221
0,64,1,1267569221
0,12,1,1267569221
0,13,1,1267569221
0,14,1,1267569221
0,3,1,1267569221
0,15,1,1267569221
0,16,1,1267569221
0,5,1,1267569382
0,6,1,1267569382
0,1,1,1267569382
0,9,1,1267569382
0,10,1,1267569382
0,11,1,1267569382
0,12,1,1267569382
0,3,1,1267569382
0,15,1,1267569382
0,37,1,1267569503
0,37,1,1267620886
0,14,1,1267776879
0,7,1,1267796367
0,7,1,1267797733
0,16,1,1268040247
0,16,1,1268040847
0,17,1,1268051813
0,4,1,1268090578
0,5,1,1268090578
0,6,1,1268090578
0,1,1,1268090578
0,2,1,1268090578
0,7,1,1268090578
0,8,1,1268090578
0,9,1,1268090578
0,10,1,1268090578
0,11,1,1268090578
0,64,1,1268090578
0,12,1,1268090578
0,13,1,1268090578
0,14,1,1268090578
0,3,1,1268090578
0,15,1,1268090578
0,16,1,1268090578
0,37,1,1268117580
0,45,1,1268120987
0,49,1,1268121473
0,37,1,1268135773
0,17,1,1268141443
0,35,1,1268228130
0,37,1,1268258993
0,37,1,1268300769
0,18,1,1268389116
0,18,1,1268651017
0,37,1,1268652074
0,37,1,1268652122
0,37,1,1268662167
0,12,1,1268722287
0,14,1,1268722287
0,64,1,1268722287
0,9,1,1268722287
0,8,1,1268722287
0,7,1,1268722287
0,13,1,1268722287
0,11,1,1268722287
0,6,1,1268722287
0,2,1,1268722287
0,4,1,1268722287
0,16,1,1268722287
0,3,1,1268722287
0,10,1,1268722287
0,15,1,1268722287
0,1,1,1268722287
0,5,1,1268722287
0,37,1,1268740503
0,37,1,1268748424
0,2,1,1268751327
0,67,1,1268751327
0,64,1,1268751327
0,89,1,1268751327
0,68,1,1268751327
0,8,1,1268751327
0,13,1,1268751327
0,14,1,1268751327
0,4,1,1268751327
0,16,1,1268751327
0,10,1,1268751327
0,37,1,1268814460
0,37,1,1268816358
0,10,1,1268897659
0,82,1,1268987020
0,34,1,1268989205
0,34,1,1268990437
0,12,1,1268991851
0,37,1,1269258039
0,3,1,1269297419
0,4,1,1269297419
0,5,1,1269297419
0,6,1,1269297419
0,1,1,1269297419
0,2,1,1269297419
0,7,1,1269297419
0,8,1,1269297419
0,9,1,1269297419
0,10,1,1269297419
0,11,1,1269297419
0,64,1,1269297419
0,12,1,1269297419
0,13,1,1269297419
0,14,1,1269297419
0,15,1,1269297419
0,16,1,1269297419
0,37,1,1269297563
0,37,1,1269337805
0,74,1,1269340135
0,37,1,1269345528
0,69,1,1269419323
0,15,1,1269501507
0,37,1,1269514171
0,72,1,1269517758
0,37,1,1269850907
0,72,1,1269850950
0,15,1,1269850985
0,69,1,1269851011
0,15,1,1269851762
0,4,1,1269897916
0,5,1,1269897916
0,6,1,1269897916
0,1,1,1269897916
0,2,1,1269897916
0,7,1,1269897916
0,8,1,1269897916
0,9,1,1269897916
0,10,1,1269897916
0,11,1,1269897916
0,64,1,1269897916
0,12,1,1269897916
0,13,1,1269897916
0,14,1,1269897916
0,3,1,1269897916
0,15,1,1269897916
0,16,1,1269897916
0,37,1,1269946814
0,35,1,1269948848
0,72,1,1270035706
0,3,1,1270072738
0,4,1,1270072738
0,5,1,1270072738
0,6,1,1270072738
0,1,1,1270072738
0,2,1,1270072738
0,7,1,1270072738
0,8,1,1270072738
0,9,1,1270072738
0,10,1,1270072738
0,11,1,1270072738
0,64,1,1270072738
0,12,1,1270072738
0,13,1,1270072738
0,14,1,1270072738
0,15,1,1270072738
0,16,1,1270072738
0,37,1,1270072833
0,69,1,1270105644
0,16,1,1270114829
0,37,1,1270125120
0,37,1,1270127145
0,4,1,1270160068
0,5,1,1270160068
0,6,1,1270160068
0,1,1,1270160068
0,2,1,1270160068
0,7,1,1270160068
0,8,1,1270160068
0,9,1,1270160068
0,10,1,1270160068
0,11,1,1270160068
0,64,1,1270160068
0,12,1,1270160068
0,13,1,1270160068
0,14,1,1270160068
0,3,1,1270160068
0,15,1,1270160068
0,16,1,1270160068
0,37,1,1270160154
0,18,1,1270197651
0,18,1,1270206041
0,18,1,1270207378
0,37,1,1270245689
0,8,1,1270245851
0,12,1,1270245851
0,4,1,1270245851
0,5,1,1270245851
0,6,1,1270245851
0,1,1,1270245851
0,2,1,1270245851
0,7,1,1270245851
0,9,1,1270245851
0,10,1,1270245851
0,11,1,1270245851
0,64,1,1270245851
0,13,1,1270245851
0,14,1,1270245851
0,3,1,1270245851
0,15,1,1270245851
0,16,1,1270245851
0,5,1,1270245977
0,6,1,1270245977
0,1,1,1270245977
0,9,1,1270245977
0,10,1,1270245977
0,11,1,1270245977
0,12,1,1270245977
0,3,1,1270245977
0,15,1,1270245977
0,15,1,1270536828
0,15,1,1270537243
0,15,1,1270541510
0,37,1,1270561750
0,37,1,1270563013
0,3,1,1270587199
0,4,1,1270587199
0,5,1,1270587199
0,6,1,1270587199
0,1,1,1270587199
0,2,1,1270587199
0,7,1,1270587199
0,8,1,1270587199
0,9,1,1270587199
0,10,1,1270587199
0,11,1,1270587199
0,64,1,1270587199
0,12,1,1270587199
0,13,1,1270587199
0,14,1,1270587199
0,15,1,1270587199
0,16,1,1270587199
0,7,1,1270587209
0,69,1,1270638207
0,29,1,1270645266
0,12,1,1270648996
0,14,1,1270650434
0,14,1,1270714997
0,37,1,1270728577
0,19,1,1270730250
0,21,1,1270730250
0,89,1,1270730250
0,44,1,1270733208
0,44,1,1270733725
0,19,1,1270735259
0,12,1,1270796011
0,8,1,1270808017
0,37,1,1270808023
0,67,1,1270810946
0,8,1,1271065524
0,37,1,1271070115
0,37,1,1271071912
0,6,1,1271106241
0,1,1,1271106444
0,2,1,1271106444
0,14,1,1271106444
0,3,1,1271106444
0,4,1,1271106444
0,5,1,1271106444
0,6,1,1271106444
0,7,1,1271106444
0,8,1,1271106444
0,9,1,1271106444
0,10,1,1271106444
0,11,1,1271106444
0,64,1,1271106444
0,12,1,1271106444
0,13,1,1271106444
0,15,1,1271106444
0,16,1,1271106444
0,6,1,1271143034
0,58,1,1271150896
0,36,1,1271157154
0,36,1,1271159919
0,37,1,1271159952
0,15,1,1271165542
0,72,1,1271250602
0,1,1,1271255513
0,6,1,1271255581
0,6,1,1271313749
0,52,1,1271313763
0,52,1,1271316149
0,6,1,1271317835
0,67,1,1271322078
0,56,1,1271324897
0,72,1,1271327156
0,37,1,1271400689
0,72,1,1271426981
0,22,1,1271665412
0,13,1,1271670810
0,22,1,1271675837
0,53,1,1271681252
0,37,1,1271688381
0,4,1,1271711825
0,5,1,1271711825
0,6,1,1271711825
0,1,1,1271711825
0,2,1,1271711825
0,7,1,1271711825
0,8,1,1271711825
0,9,1,1271711825
0,10,1,1271711825
0,11,1,1271711825
0,64,1,1271711825
0,12,1,1271711825
0,13,1,1271711825
0,14,1,1271711825
0,3,1,1271711825
0,15,1,1271711825
0,16,1,1271711825
0,43,1,1271769440
0,89,1,1271771697
0,68,1,1271771697
0,2,1,1271771697
0,67,1,1271771697
0,8,1,1271771697
0,13,1,1271771697
0,14,1,1271771697
0,4,1,1271771697
0,16,1,1271771697
0,10,1,1271771697
0,64,1,1271771697
0,37,1,1271773875
0,17,1,1271925378
0,36,1,1271935611
0,36,1,1271942701
0,35,1,1271942781
0,16,1,1272021639
0,16,1,1272023412
0,6,1,1272023412
0,8,1,1272023412
0,5,1,1272265414
0,36,1,1272267831
0,36,1,1272267846
0,46,1,1272286583
0,46,1,1272286879
0,85,1,1272289001
0,64,1,1272320747
0,4,1,1272320747
0,5,1,1272320747
0,6,1,1272320747
0,1,1,1272320747
0,2,1,1272320747
0,7,1,1272320747
0,8,1,1272320747
0,9,1,1272320747
0,10,1,1272320747
0,11,1,1272320747
0,12,1,1272320747
0,13,1,1272320747
0,14,1,1272320747
0,3,1,1272320747
0,15,1,1272320747
0,16,1,1272320747
0,2,1,1272364640
0,2,1,1272364725
0,37,1,1272366861
0,6,1,1272374867
0,5,1,1272618590
0,5,1,1272624608
0,5,1,1272625058
0,1,1,1272922186
0,14,1,1272922186
0,4,1,1272922186
0,5,1,1272922186
0,6,1,1272922186
0,2,1,1272922186
0,7,1,1272922186
0,8,1,1272922186
0,9,1,1272922186
0,10,1,1272922186
0,11,1,1272922186
0,64,1,1272922186
0,12,1,1272922186
0,13,1,1272922186
0,3,1,1272922186
0,15,1,1272922186
0,16,1,1272922186
0,15,1,1272957405
0,16,1,1272973252
0,18,1,1272979852
0,2,1,1273009104
0,8,1,1273009104
0,15,1,1273009104
0,4,1,1273009104
0,5,1,1273009104
0,6,1,1273009104
0,1,1,1273009104
0,7,1,1273009104
0,9,1,1273009104
0,10,1,1273009104
0,11,1,1273009104
0,64,1,1273009104
0,12,1,1273009104
0,13,1,1273009104
0,14,1,1273009104
0,3,1,1273009104
0,16,1,1273009104
0,37,1,1273009200
0,5,1,1273044669
0,6,1,1273044669
0,82,1,1273055240
0,6,1,1273069570
0,36,1,1273081131
0,37,1,1273081131
0,4,1,1273096989
0,5,1,1273096989
0,6,1,1273096989
0,1,1,1273096989
0,2,1,1273096989
0,7,1,1273096989
0,8,1,1273096989
0,9,1,1273096989
0,10,1,1273096989
0,11,1,1273096989
0,64,1,1273096989
0,12,1,1273096989
0,13,1,1273096989
0,14,1,1273096989
0,3,1,1273096989
0,15,1,1273096989
0,16,1,1273096989
0,5,1,1273097136
0,6,1,1273097136
0,1,1,1273097136
0,9,1,1273097136
0,10,1,1273097136
0,11,1,1273097136
0,12,1,1273097136
0,3,1,1273097136
0,15,1,1273097136
0,37,1,1273097254
0,6,1,1273131298
0,5,1,1273131643
0,11,1,1273148147
0,11,1,1273156927
0,7,1,1273230408
0,7,1,1273230640
0,7,1,1273230876
0,68,1,1273231850
0,7,1,1273481797
0,36,1,1273486305
0,36,1,1273486329
0,14,1,1273492511
0,2,1,1273527021
0,3,1,1273527021
0,16,1,1273527021
0,4,1,1273527021
0,5,1,1273527021
0,6,1,1273527021
0,1,1,1273527021
0,7,1,1273527021
0,8,1,1273527021
0,9,1,1273527021
0,10,1,1273527021
0,11,1,1273527021
0,64,1,1273527021
0,12,1,1273527021
0,13,1,1273527021
0,14,1,1273527021
0,15,1,1273527021
0,36,1,1273573759
0,37,1,1273588954
0,36,1,1273588954
0,6,1,1273594198
0,36,1,1273646689
0,37,1,1273646689
0,37,1,1273649279
0,5,1,1273674223
0,5,1,1273732808
0,49,1,1273750451
0,5,1,1273752288
0,94,1,1274079136
0,43,1,1274079136
0,94,1,1274100267
0,4,1,1274130977
0,1,1,1274130977
0,14,1,1274130977
0,5,1,1274130977
0,6,1,1274130977
0,2,1,1274130977
0,7,1,1274130977
0,8,1,1274130977
0,9,1,1274130977
0,10,1,1274130977
0,11,1,1274130977
0,64,1,1274130977
0,12,1,1274130977
0,13,1,1274130977
0,3,1,1274130977
0,15,1,1274130977
0,16,1,1274130977
0,36,1,1274174355
0,68,1,1274176617
0,8,1,1274176617
0,13,1,1274176617
0,14,1,1274176617
0,89,1,1274176617
0,2,1,1274176617
0,4,1,1274176617
0,16,1,1274176617
0,10,1,1274176617
0,67,1,1274176617
0,64,1,1274176617
0,55,1,1274189242
0,8,1,1274263905
0,37,1,1274270849
0,37,1,1274340257
0,8,1,1274356815
0,37,1,1274361145
0,37,1,1274431203
0,8,1,1274438493
0,37,1,1274438957
0,36,1,1274704280
0,5,1,1274737768
0,7,1,1274737768
0,13,1,1274737768
0,14,1,1274737768
0,4,1,1274737768
0,6,1,1274737768
0,1,1,1274737768
0,2,1,1274737768
0,8,1,1274737768
0,9,1,1274737768
0,10,1,1274737768
0,11,1,1274737768
0,64,1,1274737768
0,12,1,1274737768
0,3,1,1274737768
0,15,1,1274737768
0,16,1,1274737768
0,49,1,1274781829
0,72,1,1274785261
0,72,1,1274787893
0,72,1,1274791640
0,49,1,1274865447
0,49,1,1274865666
0,49,1,1274866307
0,69,1,1274881179
0,49,1,1274950113
0,49,1,1274950521
0,58,1,1275042237
0,37,1,1275047408
0,1,1,1275342134
0,4,1,1275342134
0,5,1,1275342134
0,6,1,1275342134
0,2,1,1275342134
0,7,1,1275342134
0,8,1,1275342134
0,9,1,1275342134
0,10,1,1275342134
0,11,1,1275342134
0,64,1,1275342134
0,12,1,1275342134
0,13,1,1275342134
0,14,1,1275342134
0,3,1,1275342134
0,15,1,1275342134
0,16,1,1275342134
0,57,1,1275381270
0,5,1,1275384263
0,16,1,1275384792
0,8,1,1275390892
0,5,1,1275392599
0,18,1,1275394906
0,18,1,1275396259
0,15,1,1275397073
0,18,1,1275397719
0,18,1,1275397906
0,3,1,1275397960
0,15,1,1275398181
0,18,1,1275399281
0,18,1,1275399622
0,37,1,1275400774
0,67,1,1275400839
0,68,1,1275400839
0,55,1,1275400839
0,37,1,1275400839
0,55,1,1275401056
0,9,1,1275432881
0,13,1,1275432881
0,4,1,1275432881
0,5,1,1275432881
0,6,1,1275432881
0,1,1,1275432881
0,2,1,1275432881
0,7,1,1275432881
0,8,1,1275432881
0,10,1,1275432881
0,11,1,1275432881
0,64,1,1275432881
0,12,1,1275432881
0,14,1,1275432881
0,3,1,1275432881
0,15,1,1275432881
0,16,1,1275432881
0,6,1,1275461134
0,18,1,1275471682
0,74,1,1275471701
0,4,1,1275515990
0,5,1,1275515990
0,6,1,1275515990
0,1,1,1275515990
0,2,1,1275515990
0,7,1,1275515990
0,8,1,1275515990
0,9,1,1275515990
0,10,1,1275515990
0,11,1,1275515990
0,64,1,1275515990
0,12,1,1275515990
0,13,1,1275515990
0,14,1,1275515990
0,3,1,1275515990
0,15,1,1275515990
0,16,1,1275515990
0,5,1,1275516185
0,6,1,1275516185
0,1,1,1275516185
0,9,1,1275516185
0,10,1,1275516185
0,11,1,1275516185
0,12,1,1275516185
0,3,1,1275516185
0,15,1,1275516185
0,3,1,1275898744
0,49,1,1275900360
0,5,1,1275904279
0,3,1,1275904515
0,17,1,1275906376
0,17,1,1275906422
0,84,1,1275906422
0,6,1,1275906422
0,56,1,1275906422
0,6,1,1275907513
0,39,1,1275909366
0,68,1,1275917308
0,37,1,1275917865
0,14,1,1275920476
0,6,1,1275920786
0,2,1,1275945296
0,8,1,1275945296
0,14,1,1275945296
0,4,1,1275945296
0,5,1,1275945296
0,6,1,1275945296
0,1,1,1275945296
0,7,1,1275945296
0,9,1,1275945296
0,10,1,1275945296
0,11,1,1275945296
